"postId","date","title","videoFile","youtubeUrl","youtubeId"
"376e0a275a71","2026-02-13","《八二三注》第五章、時序推進至八月六日，在戰雲密佈的壓力下，作者將鏡...","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/922431593574334.mp4","",""
"194262db61c2","2026-02-12","2026-02-12 貼文","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/1058020943188138.mp4","",""
"6afeef33afa0","2026-02-12","龍門心法❤️《忍辱降心》是一篇重要文獻，詳述「嗔恨心」為修行第一大障...","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/2432161227213550.mp4","",""
"b7a1e37da3eb","2026-02-12","《八二三注》第四章第 13 部","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/800539142300624.mp4","",""
"1a3c68735674","2026-02-12","《八二三注》第四章第 12 部","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/1448418086810561.mp4","",""
"af90e8a0fb8e","2026-02-12","《八二三注》第四章第 11 部","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/1953606788563242.mp4","",""
"9608280522a7","2026-02-12","《八二三注》第四章第 10 部","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/1624550248589265.mp4","",""
"6fd41ec3178f","2026-02-12","《八二三注》第四章第 9 部","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/1134088165360110.mp4","",""
"51bfc2380a9f","2026-02-12","《八二三注》第四章第 8 部","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/891755830235448.mp4","",""
"57aefcebbb7b","2026-02-12","《八二三注》第四章第 7 部","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/663004540206813.mp4","",""
"255a03b86160","2026-02-12","《八二三注》第四章第 6 部","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/915031904265116.mp4","",""
"fe0b5a806230","2026-02-12","《八二三注》第四章第 5 部","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/1631048288080072.mp4","",""
"9fb919a64b8b","2026-02-12","《八二三注》第四章第 4 部","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/876740278679328.mp4","",""
"8681f776b536","2026-02-12","《八二三注》第四章第 3 部","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/839424005823595.mp4","",""
"d7ece8d203e0","2026-02-12","《八二三注》第四章第 2 部","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/1426233755574832.mp4","",""
"50ff36b28238","2026-02-12","《八二三注》第四章第 1 部","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/938798948665361.mp4","",""
"cb2a0108429c","2026-02-12","<八二三注>第四章，描寫部隊進駐金門「湖南高地」後的備戰生活。新任指...","outputs/facebook_posts/_extracted/your_facebook_activity/posts/media/videos/1437455134443950.mp4","",""
